"Longitude","Latitude"
-76.0531235078511,37.0930074996911
-76.038683993988,37.0930074996911
-76.024244480125,37.0930074996911
-76.0098049662619,37.0930074996911
-75.9953654523988,37.0930074996911
-75.9376073969465,37.0930074996911
-75.9231678830835,37.0930074996911
-75.9087283692204,37.0930074996911
-75.8942888553573,37.0930074996911
-75.8798493414943,37.0930074996911
-75.8654098276312,37.0930074996911
-75.8509703137681,37.0930074996911
-75.836530799905,37.0930074996911
-75.822091286042,37.0930074996911
-75.8076517721789,37.0930074996911
-75.7932122583158,37.0930074996911
-75.7787727444528,37.0930074996911
-75.7643332305897,37.0930074996911
-75.7498937167266,37.0930074996911
-75.7354542028636,37.0930074996911
-75.7210146890005,37.0930074996911
-75.7065751751374,37.0930074996911
-75.6921356612744,37.0930074996911
-75.6776961474113,37.0930074996911
-75.6632566335482,37.0930074996911
-75.6488171196851,37.0930074996911
-75.6343776058221,37.0930074996911
-75.619938091959,37.0930074996911
-75.6054985780959,37.0930074996911
-76.0531235078511,37.1074470135542
-76.038683993988,37.1074470135542
-76.024244480125,37.1074470135542
-76.0098049662619,37.1074470135542
-75.9953654523988,37.1074470135542
-75.9809259385357,37.1074470135542
-75.9520469108096,37.1074470135542
-75.9376073969465,37.1074470135542
-75.9231678830835,37.1074470135542
-75.9087283692204,37.1074470135542
-75.8942888553573,37.1074470135542
-75.8798493414943,37.1074470135542
-75.8654098276312,37.1074470135542
-75.8509703137681,37.1074470135542
-75.836530799905,37.1074470135542
-75.822091286042,37.1074470135542
-75.8076517721789,37.1074470135542
-75.7932122583158,37.1074470135542
-75.7787727444528,37.1074470135542
-75.7643332305897,37.1074470135542
-75.7498937167266,37.1074470135542
-75.7354542028636,37.1074470135542
-75.7210146890005,37.1074470135542
-75.7065751751374,37.1074470135542
-75.6921356612744,37.1074470135542
-75.6776961474113,37.1074470135542
-75.6632566335482,37.1074470135542
-75.6488171196851,37.1074470135542
-75.6343776058221,37.1074470135542
-75.619938091959,37.1074470135542
-75.6054985780959,37.1074470135542
-76.0531235078511,37.1218865274173
-76.038683993988,37.1218865274173
-76.024244480125,37.1218865274173
-76.0098049662619,37.1218865274173
-75.9953654523988,37.1218865274173
-75.9809259385357,37.1218865274173
-75.9520469108096,37.1218865274173
-75.9376073969465,37.1218865274173
-75.9231678830835,37.1218865274173
-75.8942888553573,37.1218865274173
-75.8798493414943,37.1218865274173
-75.8654098276312,37.1218865274173
-75.8509703137681,37.1218865274173
-75.836530799905,37.1218865274173
